"locode","comuna_name","comuna","attribute_type","attribute_value","attribute_units","attribute_category"
CL ELM,El Monte,13602,public_transport_share,49.86,percent,very high
CL ELM,El Monte,13602,unemployment_rate,8.18,percent,very low
CL ELM,El Monte,13602,electricity_access,100.0,percent,very low
CL ELM,El Monte,13602,industry_construction_employment,20.0,percent,medium
CL ELM,El Monte,13602,transport_logistics_employment,13.33,percent,medium
CL ELM,El Monte,13602,median_household_income,1414513.0,CLP,very high
CL ELM,El Monte,13602,renter_share,17.65,percent,low
CL ELM,El Monte,13602,poverty_rate,16.51,percent,very low
CL ELM,El Monte,13602,home_ownership,52.94,percent,low
CL ELQ,El Quisco,5604,unemployment_rate,9.8,percent,high
CL ELQ,El Quisco,5604,home_ownership,55.56,percent,low
CL ELQ,El Quisco,5604,public_transport_share,39.54,percent,high
CL ELQ,El Quisco,5604,transport_logistics_employment,14.29,percent,medium
CL ELQ,El Quisco,5604,median_household_income,1108241.0,CLP,medium
CL ELQ,El Quisco,5604,industry_construction_employment,0.0,percent,very low
CL ELQ,El Quisco,5604,electricity_access,100.0,percent,very low
CL ELQ,El Quisco,5604,poverty_rate,20.94,percent,low
CL ELQ,El Quisco,5604,renter_share,11.11,percent,very low
CL ELT,El Tabo,5605,unemployment_rate,9.8,percent,high
CL ELT,El Tabo,5605,public_transport_share,39.54,percent,high
CL ELT,El Tabo,5605,renter_share,0.0,percent,very low
CL ELT,El Tabo,5605,electricity_access,100.0,percent,very low
CL ELT,El Tabo,5605,transport_logistics_employment,0.0,percent,very low
CL ELT,El Tabo,5605,poverty_rate,20.94,percent,low
CL ELT,El Tabo,5605,median_household_income,1108241.0,CLP,medium
CL ELT,El Tabo,5605,industry_construction_employment,0.0,percent,very low
CL ELT,El Tabo,5605,home_ownership,71.43,percent,medium
CL EMP,Empedrado,7104,public_transport_share,20.39,percent,very low
CL EMP,Empedrado,7104,median_household_income,925271.0,CLP,very low
CL EMP,Empedrado,7104,poverty_rate,26.12,percent,high
CL EMP,Empedrado,7104,unemployment_rate,8.44,percent,low
CL ERC,Ercilla,9204,transport_logistics_employment,0.0,percent,very low
CL ERC,Ercilla,9204,median_household_income,896521.0,CLP,very low
CL ERC,Ercilla,9204,unemployment_rate,10.36,percent,very high
CL ERC,Ercilla,9204,electricity_access,100.0,percent,very low
CL ERC,Ercilla,9204,public_transport_share,27.27,percent,low
CL ERC,Ercilla,9204,industry_construction_employment,20.0,percent,medium
CL ERC,Ercilla,9204,renter_share,0.0,percent,very low
CL ERC,Ercilla,9204,home_ownership,75.0,percent,high
CL ERC,Ercilla,9204,poverty_rate,31.96,percent,very high
CL FFU,Futaleufú,10402,median_household_income,1055000.0,CLP,low
CL FFU,Futaleufú,10402,public_transport_share,28.43,percent,medium
CL FFU,Futaleufú,10402,industry_construction_employment,0.0,percent,very low
CL FFU,Futaleufú,10402,transport_logistics_employment,0.0,percent,very low
CL FFU,Futaleufú,10402,unemployment_rate,6.88,percent,very low
CL FFU,Futaleufú,10402,renter_share,100.0,percent,high
CL FFU,Futaleufú,10402,poverty_rate,21.43,percent,medium
CL FFU,Futaleufú,10402,home_ownership,0.0,percent,very low
CL FLO,Florida,8104,public_transport_share,35.51,percent,high
CL FLO,Florida,8104,unemployment_rate,9.49,percent,high
CL FLO,Florida,8104,transport_logistics_employment,100.0,percent,medium
CL FLO,Florida,8104,poverty_rate,22.01,percent,medium
CL FLO,Florida,8104,renter_share,0.0,percent,very low
CL FLO,Florida,8104,median_household_income,1042738.0,CLP,low
CL FLO,Florida,8104,industry_construction_employment,0.0,percent,very low
CL FLO,Florida,8104,home_ownership,100.0,percent,very high
CL FRE,Freire,9105,median_household_income,896521.0,CLP,very low
CL FRE,Freire,9105,renter_share,37.5,percent,high
CL FRE,Freire,9105,unemployment_rate,10.36,percent,very high
CL FRE,Freire,9105,poverty_rate,31.96,percent,very high
CL FRE,Freire,9105,industry_construction_employment,0.0,percent,very low
CL FRE,Freire,9105,electricity_access,100.0,percent,very low
CL FRE,Freire,9105,transport_logistics_employment,0.0,percent,very low
CL FRE,Freire,9105,public_transport_share,27.27,percent,low
CL FRE,Freire,9105,home_ownership,50.0,percent,very low
CL FRN,Freirina,3303,unemployment_rate,8.77,percent,medium
CL FRN,Freirina,3303,home_ownership,100.0,percent,very high
